stop_id,stop_name,arrival_time,stop_sequence,direction_id,route_short_name,route_long_name,route_type
2533,Odéon,58320,6,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2334,Mabillon,58440,7,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2476,Sèvres-Babylone,58500,8,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2500,Vaneau,58560,9,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2252,Duroc,58680,10,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2541,Ségur,58740,11,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2241,La Motte-Picquet-Grenelle,58860,12,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2106,Avenue Emile-Zola,58920,13,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2150,Charles Michels,59040,14,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2299,Javel-André-Citroen,59100,15,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2256,Eglise d'Auteuil,59220,16,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2354,Michel-Ange-Auteuil,59280,17,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2346,Porte d'Auteuil,59400,18,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2193,Boulogne-Jean-Jaurès,59520,19,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2194,Boulogne Pont de Saint-Cloud,59700,20,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
1875,Mairie des Lilas,51480,1,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
1753,Porte des Lilas,51600,2,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
1682,Télégraphe,51660,3,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
1798,Place des Fêtes,51720,4,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
1905,Jourdain,51780,5,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
1758,Pyrénées,51840,6,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
2066,Belleville,51960,7,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
1963,Goncourt (Hôpital Saint-Louis),52020,8,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
967988,République,52080,9,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
2051,Arts-et-Métiers,52140,10,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
1761,Rambuteau,52260,11,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
1893,Hôtel de Ville,52320,12,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
1965,Châtelet,52380,13,0,11,(MAIRIE DES LILAS <-> CHATELET) - Aller,1
1965,Châtelet,52380,1,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
1893,Hôtel de Ville,52440,2,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
1761,Rambuteau,52500,3,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
2051,Arts-et-Métiers,52620,4,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
967988,République,52680,5,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
1963,Goncourt (Hôpital Saint-Louis),52740,6,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
2066,Belleville,52800,7,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
1758,Pyrénées,52920,8,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
1905,Jourdain,52980,9,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
1798,Place des Fêtes,53040,10,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
1682,Télégraphe,53100,11,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
1753,Porte des Lilas,53160,12,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
1875,Mairie des Lilas,53280,13,1,11,(MAIRIE DES LILAS <-> CHATELET) - Retour,1
1870,Mairie d'Issy,53100,1,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1986,Corentin-Celton,53160,2,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1750,Porte de Versailles,53280,3,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1984,Convention,53400,4,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1691,Vaugirard (Adolphe Chérioux),53460,5,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1632,Volontaires,53520,6,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1782,Pasteur,53580,7,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1938,Falguière,53700,8,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1826,Montparnasse-Bienvenue,53760,9,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1842,Notre-Dame des Champs,53820,10,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1646,Rennes,53880,11,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1667,Sèvres-Babylone,53940,12,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1710,Rue du Bac,54060,13,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1669,Solférino,54120,14,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
2052,Assemblée Nationale,54180,15,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1982,Concorde,54240,16,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1869,Madeleine,54360,17,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1723,Saint-Lazare,54480,18,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1686,Trinité-d'Estienne d'Orves,54540,19,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1841,Notre-Dame de Lorette,54600,20,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1720,Saint-Georges,54660,21,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1792,Pigalle,54780,22,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
2037,Abbesses,54840,23,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1920,Lamarck-Caulaincourt,54900,24,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1906,Jules Joffrin,55020,25,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1883,Marcadet-Poissonniers,55080,26,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1886,Marx-Dormoy,55140,27,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
1743,Porte de la Chapelle,55260,28,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
3901291,Front Populaire,55440,29,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
9999999,Aimé Césaire,55500,30,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
9999998,Mairie d'Aubervilliers,55560,31,0,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Aller,1
9999998,Mairie d'Aubervilliers,55560,1,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
9999999,Aimé Césaire,55620,2,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
3901291,Front Populaire,55680,3,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1743,Porte de la Chapelle,55860,4,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1886,Marx-Dormoy,55980,5,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1883,Marcadet-Poissonniers,56040,6,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1906,Jules Joffrin,56100,7,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1920,Lamarck-Caulaincourt,56220,8,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
2037,Abbesses,56280,9,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1792,Pigalle,56340,10,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1720,Saint-Georges,56460,11,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1841,Notre-Dame de Lorette,56520,12,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1686,Trinité-d'Estienne d'Orves,56580,13,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1723,Saint-Lazare,56640,14,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1869,Madeleine,56760,15,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1982,Concorde,56880,16,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
2052,Assemblée Nationale,56940,17,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1669,Solférino,57000,18,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1710,Rue du Bac,57060,19,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1667,Sèvres-Babylone,57180,20,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1646,Rennes,57240,21,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1842,Notre-Dame des Champs,57300,22,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1826,Montparnasse-Bienvenue,57360,23,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1938,Falguière,57420,24,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1782,Pasteur,57540,25,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1632,Volontaires,57600,26,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1691,Vaugirard (Adolphe Chérioux),57660,27,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1984,Convention,57720,28,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1750,Porte de Versailles,57840,29,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1986,Corentin-Celton,57960,30,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1870,Mairie d'Issy,58020,31,1,12,(MAIRIE D'ISSY <-> MAIRIE D'AUBERVILLIERS) - Retour,1
1969,Châtillon Montrouge,66300,1,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1880,Malakoff-Rue Etienne Dolet,66420,2,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1879,Malakoff-Plateau de Vanves,66480,3,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1749,Porte de Vanves,66600,4,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1799,Plaisance,66720,5,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1787,Pernety,66780,6,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1948,Gaîté,66840,7,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1827,Montparnasse-Bienvenue,66960,8,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1928,Duroc,67020,9,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1719,Saint-François-Xavier,67080,10,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1638,Varenne,67200,11,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1897,Invalides,67260,12,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
2025,Champs-Elysées-Clémenceau,67320,13,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1820,Miromesnil,67440,14,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1724,Saint-Lazare,67560,15,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1858,Liège,67680,16,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1796,Place de Clichy,67740,17,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1656,La Fourche,67800,18,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
2009,Brochant,67920,19,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1741,Porte de Clichy,68040,20,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1872,Mairie de Clichy,68100,21,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1947,Gabriel-Péri,68280,22,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1662795,Les Agnettes,68400,23,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1662797,Asnières-Gennevilliers Les Courtilles,68520,24,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1969,Châtillon Montrouge,66120,1,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1880,Malakoff-Rue Etienne Dolet,66180,2,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1879,Malakoff-Plateau de Vanves,66300,3,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1749,Porte de Vanves,66420,4,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1799,Plaisance,66480,5,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1787,Pernety,66540,6,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1948,Gaîté,66660,7,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1827,Montparnasse-Bienvenue,66720,8,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1928,Duroc,66840,9,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1719,Saint-François-Xavier,66900,10,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1638,Varenne,66960,11,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1897,Invalides,67020,12,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
2025,Champs-Elysées-Clémenceau,67140,13,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1820,Miromesnil,67260,14,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1724,Saint-Lazare,67380,15,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1858,Liège,67440,16,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1796,Place de Clichy,67560,17,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1656,La Fourche,67620,18,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1888,Guy-Môquet,67680,19,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1748,Porte de Saint-Ouen,67800,20,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1959,Garibaldi,67920,21,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1874,Mairie de Saint-Ouen,67980,22,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1692060,Carrefour-Pleyel,68100,23,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1717,Saint-Denis - Porte de Paris,68220,24,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1716,Basilique de Saint-Denis,68340,25,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
140078,Saint-Denis-Université,68460,26,0,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller,1
1662797,Asnières-Gennevilliers Les Courtilles,68520,1,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1662795,Les Agnettes,68640,2,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1947,Gabriel-Péri,68760,3,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1872,Mairie de Clichy,68940,4,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1741,Porte de Clichy,69000,5,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
2009,Brochant,69120,6,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1656,La Fourche,69240,7,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1796,Place de Clichy,69300,8,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1858,Liège,69360,9,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1724,Saint-Lazare,69480,10,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1820,Miromesnil,69600,11,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
2025,Champs-Elysées-Clémenceau,69720,12,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1897,Invalides,69780,13,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1638,Varenne,69840,14,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1719,Saint-François-Xavier,69960,15,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1928,Duroc,70020,16,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1827,Montparnasse-Bienvenue,70080,17,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1948,Gaîté,70200,18,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1787,Pernety,70260,19,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1799,Plaisance,70320,20,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1749,Porte de Vanves,70440,21,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1879,Malakoff-Plateau de Vanves,70560,22,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1880,Malakoff-Rue Etienne Dolet,70620,23,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1969,Châtillon Montrouge,70740,24,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
140078,Saint-Denis-Université,68460,1,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1716,Basilique de Saint-Denis,68580,2,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1717,Saint-Denis - Porte de Paris,68700,3,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1692060,Carrefour-Pleyel,68820,4,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1874,Mairie de Saint-Ouen,68940,5,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1959,Garibaldi,69000,6,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1748,Porte de Saint-Ouen,69120,7,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1888,Guy-Môquet,69240,8,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1656,La Fourche,69300,9,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1796,Place de Clichy,69360,10,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1858,Liège,69480,11,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1724,Saint-Lazare,69540,12,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1820,Miromesnil,69660,13,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
2025,Champs-Elysées-Clémenceau,69780,14,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1897,Invalides,69900,15,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1638,Varenne,69960,16,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1719,Saint-François-Xavier,70020,17,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1928,Duroc,70080,18,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1827,Montparnasse-Bienvenue,70200,19,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1948,Gaîté,70260,20,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1787,Pernety,70380,21,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1799,Plaisance,70440,22,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1749,Porte de Vanves,70500,23,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1879,Malakoff-Plateau de Vanves,70620,24,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1880,Malakoff-Rue Etienne Dolet,70740,25,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
1969,Châtillon Montrouge,70860,26,1,13,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour,1
9999997,Mairie de Saint-Ouen,40260,1,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
9999996,Saint-Ouen,40320,2,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
9999995,Porte de Clichy,40380,3,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
9999994,Pont Cardinet,40440,4,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
1166840,Saint-Lazare,40500,5,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
1166838,Madeleine,40560,6,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
6129304,Pyramides,40680,7,0,14,(MAIRIE DE SAINT-OUEN <-> OLYMPIADES) - Aller,1
