stop_id,stop_name,arrival_time,stop_sequence,direction_id,route_short_name,route_long_name,route_type
1685,Tolbiac,75300,28,0,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller,1
1876,Maison Blanche,75360,29,0,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller,1
1808,Porte d'Italie,75480,30,0,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller,1
1740,Porte de Choisy,75540,31,0,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller,1
1734,Porte d'Ivry,75600,32,0,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller,1
1790,Pierre et Marie Curie,75660,33,0,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller,1
1871,Mairie d'Ivry,75780,34,0,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller,1
2301,Mairie d'Ivry,72720,1,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2400,Pierre et Marie Curie,72840,2,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2412,Porte d'Ivry,72960,3,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2418,Porte de Choisy,73020,4,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2347,Porte d'Italie,73080,5,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2272,Maison Blanche,73200,6,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2495,Tolbiac,73260,7,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2528,Place d'Italie,73320,8,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2321,Les Gobelins,73440,9,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2139,Censier-Daubenton,73500,10,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2529,Place Monge (Jardin des Plantes),73560,11,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2232,Jussieu,73680,12,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2491,Sully-Morland,73740,13,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2344,Pont Marie (Cité des Arts),73860,14,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2221,Châtelet,73920,15,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2345,Pont Neuf,73980,16,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2384,Palais-Royal (Musée du Louvre),74100,17,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2435,Pyramides,74160,18,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2314,Opéra,74280,19,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2226,Chaussée d'Antin (La Fayette),74340,20,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2316,Le Peletier,74460,21,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2134,Cadet,74520,22,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2373,Poissonnière,74580,23,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2209,Gare de l'Est (Verdun),74640,24,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2546,Château Landon,74760,25,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2327,Louis Blanc,74820,26,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2486,Stalingrad,74880,27,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2448,Riquet,75000,28,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2093,Crimée,75060,29,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2175,Corentin-Cariou,75120,30,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2422,Porte de la Villette,75180,31,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2104,Aubervilliers Pantin (4 Chemins),75300,32,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2199,Fort d'Aubervilliers,75420,33,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
2236,La Courneuve-8-Mai-1945,75540,34,1,7,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour,1
1756,Pré-Saint-Gervais,61500,1,0,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Aller,1
1635,Danube,61560,2,0,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Aller,1
2002,Botzaris,61680,3,0,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Aller,1
2013,Buttes-Chaumont,61740,4,0,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Aller,1
2075,Bolivar,61800,5,0,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Aller,1
1902,Jaurès,61860,6,0,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Aller,1
1861,Louis Blanc,61980,7,0,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Aller,1
1861,Louis Blanc,61980,1,1,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Retour,1
1902,Jaurès,62100,2,1,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Retour,1
2075,Bolivar,62160,3,1,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Retour,1
2013,Buttes-Chaumont,62220,4,1,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Retour,1
2002,Botzaris,62280,5,1,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Retour,1
1797,Place des Fêtes,62340,6,1,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Retour,1
1756,Pré-Saint-Gervais,62460,7,1,7B,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Retour,1
3343334,Balard,55800,1,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343336,Lourmel,55860,2,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343338,Boucicaut,55920,3,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343746,Félix Faure,55980,4,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343753,Commerce,56040,5,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343755,La Motte-Picquet-Grenelle,56160,6,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343757,Ecole Militaire,56220,7,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343759,La Tour-Maubourg,56280,8,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343761,Invalides,56400,9,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343763,Concorde,56520,10,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343765,Madeleine,56580,11,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343767,Opéra,56640,12,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343769,Richelieu-Drouot,56700,13,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343771,Grands Boulevards,56760,14,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343773,Bonne Nouvelle,56820,15,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343775,Strasbourg-Saint-Denis,56940,16,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343777,République,57000,17,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343779,Filles du Calvaire,57120,18,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343781,Saint-Sébastien-Froissart,57180,19,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343783,Chemin Vert,57240,20,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343785,Bastille,57300,21,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343787,Ledru-Rollin,57360,22,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343789,Faidherbe-Chaligny,57420,23,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343791,Reuilly-Diderot,57540,24,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343793,Montgallet,57600,25,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343795,Daumesnil (Félix Eboué),57660,26,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343797,Michel Bizot,57720,27,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343799,Porte Dorée,57840,28,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343801,Porte de Charenton,57900,29,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343803,Liberté,58020,30,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343805,Charenton-Ecoles,58140,31,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343807,Ecole Vétérinaire de Maisons-Alfort,58200,32,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343809,Maisons-Alfort-Stade,58320,33,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343811,Maisons-Alfort-Les Juilliottes,58440,34,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343813,Créteil-L'Echat (Hôpital Henri Mondor),58560,35,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343815,Créteil-Université,58620,36,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343817,Créteil-Préfecture (Hôtel de Ville),58740,37,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343819,Pointe du Lac,58920,38,0,8,(BALARD <-> POINTE DU LAC) - Aller,1
3343819,Pointe du Lac,58920,1,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343817,Créteil-Préfecture (Hôtel de Ville),59100,2,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343815,Créteil-Université,59220,3,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343813,Créteil-L'Echat (Hôpital Henri Mondor),59280,4,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343811,Maisons-Alfort-Les Juilliottes,59400,5,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343809,Maisons-Alfort-Stade,59520,6,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343807,Ecole Vétérinaire de Maisons-Alfort,59640,7,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343805,Charenton-Ecoles,59700,8,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343803,Liberté,59820,9,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343801,Porte de Charenton,59940,10,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343799,Porte Dorée,60000,11,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343797,Michel Bizot,60120,12,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343795,Daumesnil (Félix Eboué),60180,13,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343793,Montgallet,60240,14,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343791,Reuilly-Diderot,60300,15,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343789,Faidherbe-Chaligny,60420,16,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343787,Ledru-Rollin,60480,17,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343785,Bastille,60540,18,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343783,Chemin Vert,60600,19,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343781,Saint-Sébastien-Froissart,60660,20,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343779,Filles du Calvaire,60720,21,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343777,République,60840,22,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343775,Strasbourg-Saint-Denis,60900,23,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343773,Bonne Nouvelle,61020,24,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343771,Grands Boulevards,61080,25,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343769,Richelieu-Drouot,61140,26,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343767,Opéra,61200,27,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343765,Madeleine,61260,28,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343763,Concorde,61320,29,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343761,Invalides,61440,30,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343759,La Tour-Maubourg,61560,31,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343757,Ecole Militaire,61620,32,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343755,La Motte-Picquet-Grenelle,61680,33,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343753,Commerce,61800,34,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343746,Félix Faure,61860,35,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343338,Boucicaut,61920,36,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343336,Lourmel,61980,37,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
3343334,Balard,62040,38,1,8,(BALARD <-> POINTE DU LAC) - Retour,1
1804,Pont de Sèvres,55560,1,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
2088,Billancourt,55620,2,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1884,Marcel Sembat,55680,3,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1747,Porte de Saint-Cloud,55860,4,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1936,Exelmans,55920,5,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1816,Michel-Ange-Molitor,55980,6,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1814,Michel-Ange-Auteuil,56040,7,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1899,Jasmin,56160,8,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1762,Ranelagh,56220,9,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1917,La Muette,56280,10,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1708,Rue de la Pompe (Avenue Georges Mandel),56400,11,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1637,Trocadéro,56460,12,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1895,Iéna,56580,13,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
2043,Alma-Marceau,56640,14,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1946,Franklin-Roosevelt,56760,15,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1730,Saint-Philippe du Roule,56820,16,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1819,Miromesnil,56940,17,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1715,Saint-Augustin,57000,18,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1890,Havre-Caumartin,57060,19,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1972,Chaussée d'Antin (La Fayette),57180,20,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1702,Richelieu-Drouot,57240,21,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1712,Grands Boulevards,57300,22,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
2001,Bonne Nouvelle,57360,23,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1678,Strasbourg-Saint-Denis,57480,24,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1647,République,57600,25,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1844,Oberkampf,57660,26,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1714,Saint-Ambroise,57780,27,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1633,Voltaire (Léon Blum),57840,28,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
2032,Charonne,57900,29,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1709,Rue des Boulets,57960,30,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1651,Nation,58080,31,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
2014,Buzenval,58140,32,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1882,Maraîchers,58200,33,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1745,Porte de Montreuil,58320,34,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1704,Robespierre,58440,35,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1993,Croix-de-Chavaux (Jacques Duclos),58500,36,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1873,Mairie de Montreuil,58620,37,0,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller,1
1873,Mairie de Montreuil,58620,1,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1993,Croix-de-Chavaux (Jacques Duclos),58740,2,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1704,Robespierre,58800,3,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1745,Porte de Montreuil,58920,4,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1882,Maraîchers,59040,5,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
2014,Buzenval,59100,6,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1651,Nation,59160,7,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1709,Rue des Boulets,59280,8,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
2032,Charonne,59340,9,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1633,Voltaire (Léon Blum),59400,10,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1714,Saint-Ambroise,59460,11,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1844,Oberkampf,59580,12,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1647,République,59640,13,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1678,Strasbourg-Saint-Denis,59760,14,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
2001,Bonne Nouvelle,59880,15,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1712,Grands Boulevards,59940,16,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1702,Richelieu-Drouot,60000,17,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1972,Chaussée d'Antin (La Fayette),60060,18,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1890,Havre-Caumartin,60180,19,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1715,Saint-Augustin,60240,20,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1819,Miromesnil,60300,21,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1730,Saint-Philippe du Roule,60420,22,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1946,Franklin-Roosevelt,60480,23,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
2043,Alma-Marceau,60600,24,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1895,Iéna,60660,25,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1637,Trocadéro,60780,26,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1708,Rue de la Pompe (Avenue Georges Mandel),60840,27,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1917,La Muette,60960,28,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1762,Ranelagh,61020,29,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1899,Jasmin,61080,30,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1814,Michel-Ange-Auteuil,61200,31,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1816,Michel-Ange-Molitor,61260,32,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1936,Exelmans,61320,33,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1747,Porte de Saint-Cloud,61380,34,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1884,Marcel Sembat,61560,35,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
2088,Billancourt,61620,36,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
1804,Pont de Sèvres,61680,37,1,9,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour,1
2005,Boulogne Pont de Saint-Cloud,57780,1,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
2004,Boulogne-Jean-Jaurès,57900,2,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1817,Michel-Ange-Molitor,58080,3,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
2026,Chardon-Lagache,58140,4,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1818,Mirabeau,58200,5,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1903,Javel-André-Citroen,58260,6,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
2031,Charles Michels,58380,7,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
2057,Avenue Emile-Zola,58440,8,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1916,La Motte-Picquet-Grenelle,58560,9,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1661,Ségur,58620,10,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1927,Duroc,58740,11,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1690,Vaneau,58800,12,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1666,Sèvres-Babylone,58860,13,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1867,Mabillon,58980,14,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1653,Odéon,59040,15,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1977,Cluny-La Sorbonne,59100,16,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1811,Maubert-Mutualité,59160,17,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
2018,Cardinal-Lemoine,59280,18,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1908,Jussieu,59340,19,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
1952,Gare d'Austerlitz,59520,20,0,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller,1
2207,Gare d'Austerlitz,57960,1,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2233,Jussieu,58080,2,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2137,Cardinal-Lemoine,58140,3,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2350,Maubert-Mutualité,58200,4,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
2167,Cluny-La Sorbonne,58260,5,1,10,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour,1
